,Unnamed: 0,FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIMARY_LAT_DMS,PRIM_LONG_DMS,PRIM_LAT_DEC,PRIM_LONG_DEC,SOURCE_LAT_DMS,SOURCE_LONG_DMS,SOURCE_LAT_DEC,SOURCE_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREATED,DATE_EDITED
10752,435676,485641,City of Parsons,Civil,KS,20,Labette,99.0,372033N,0951559W,37.34243370000001,-95.2664299,,,,,276.0,906.0,Parsons West,09/01/1995,07/14/2018
10753,435677,485642,City of Phillipsburg,Civil,KS,20,Phillips,147.0,394504N,0991916W,39.751201,-99.3210245,,,,,587.0,1926.0,Phillipsburg North,09/01/1995,07/13/2018
10754,435678,485643,City of Pittsburg,Civil,KS,20,Crawford,37.0,372447N,0944155W,37.4129275,-94.6987119,,,,,283.0,928.0,Pittsburg,09/01/1995,07/14/2018
10755,435679,485644,City of Prairie Village,Civil,KS,20,Johnson,91.0,385915N,0943810W,38.98743270000001,-94.6361068,,,,,318.0,1043.0,Lenexa,09/01/1995,07/14/2018
10756,435680,485645,City of Pratt,Civil,KS,20,Pratt,151.0,374216N,0984526W,37.7045588,-98.7573351,,,,,595.0,1952.0,Coats NE,09/01/1995,07/13/2018
10757,435681,485646,City of Roeland Park,Civil,KS,20,Johnson,91.0,390209N,0943815W,39.0358686,-94.6374072,,,,,302.0,991.0,Shawnee,09/01/1995,07/14/2018
10758,435682,485647,City of Russell,Civil,KS,20,Russell,167.0,385316N,0985104W,38.8878022,-98.8512353,,,,,554.0,1818.0,Russell,09/01/1995,07/13/2018
10759,435683,485648,City of Sabetha,Civil,KS,20,Nemaha,131.0,395449N,0954730W,39.9135189,-95.7916896,,,,,388.0,1273.0,Sabetha,09/01/1995,07/13/2018
10760,435684,485649,City of Salina,Civil,KS,20,Saline,169.0,384849N,0973652W,38.81370220000001,-97.6143473,,,,,377.0,1237.0,Salina,09/01/1995,07/14/2018
10761,435685,485650,City of Scammon,Civil,KS,20,Cherokee,21.0,371641N,0944923W,37.278067,-94.8230264,,,,,276.0,906.0,Cherokee,09/01/1995,07/13/2018
10762,435686,485651,City of Seneca,Civil,KS,20,Nemaha,131.0,395015N,0960409W,39.8376069,-96.0690387,,,,,351.0,1152.0,Seneca,09/01/1995,07/14/2018
10763,435687,485652,City of Shawnee,Civil,KS,20,Johnson,91.0,390057N,0944827W,39.0157859,-94.8076325,,,,,250.0,820.0,Edwardsville,09/01/1995,07/14/2018
10764,435688,485653,City of Spring Hill,Civil,KS,20,Johnson,91.0,384523N,0944912W,38.7563559,-94.8200749,,,,,328.0,1076.0,Ocheltree,09/01/1995,07/14/2018
10765,435689,485654,City of Sterling,Civil,KS,20,Rice,159.0,381234N,0981223W,38.2094068,-98.2063712,,,,,500.0,1640.0,Sterling,09/01/1995,07/14/2018
10766,435690,485655,City of Topeka,Civil,KS,20,Shawnee,177.0,390205N,0954144W,39.0345838,-95.6955432,,,,,286.0,938.0,Topeka,09/01/1995,07/14/2018
10767,435691,485656,City of Washington,Civil,KS,20,Washington,201.0,394902N,0970256W,39.8173489,-97.048814,,,,,404.0,1325.0,Washington,09/01/1995,07/14/2018
10768,435692,485657,City of Weir,Civil,KS,20,Cherokee,21.0,371830N,0944629W,37.3082912,-94.7746779,,,,,279.0,915.0,Cherokee,09/01/1995,07/14/2018
10769,435693,485658,City of Wellington,Civil,KS,20,Sumner,191.0,371618N,0972350W,37.2717741,-97.3973316,,,,,373.0,1224.0,Wellington,09/01/1995,07/13/2018
10770,435695,485660,City of Westwood,Civil,KS,20,Johnson,91.0,390222N,0943656W,39.0393794,-94.6155796,,,,,290.0,951.0,Kansas City,09/01/1995,07/14/2018
10771,435696,485661,City of Westwood Hills,Civil,KS,20,Johnson,91.0,390220N,0943635W,39.0389049,-94.6096636,,,,,275.0,902.0,Kansas City,09/01/1995,07/14/2018
10772,435697,485662,City of Wichita,Civil,KS,20,Sedgwick,173.0,374123N,0972039W,37.6896722,-97.3442305,,,,,397.0,1302.0,Wichita East,09/01/1995,07/14/2018
10773,435698,485663,City of Winfield,Civil,KS,20,Cowley,35.0,371416N,0965907W,37.2378557,-96.9851548,,,,,347.0,1138.0,Winfield,09/01/1995,07/14/2018
10774,435699,485664,City of Yates Center,Civil,KS,20,Woodson,207.0,375205N,0954513W,37.86807720000001,-95.7535157,,,,,328.0,1076.0,Toronto SE,09/01/1995,07/13/2018
11212,484160,545142,City of New Orleans,Civil,LA,22,Orleans,71.0,300407N,0895541W,30.0686437,-89.9281281,,,,,-1.0,-3.0,Little Woods,01/01/2000,07/14/2018
11486,520526,582333,City of Auburn,Civil,ME,23,Androscoggin,1.0,440507N,0701457W,44.0851429,-70.24928680000001,,,,,85.0,279.0,Lewiston,09/01/1995,07/14/2018
11487,520527,582334,City of Augusta,Civil,ME,23,Kennebec,11.0,442003N,0694355W,44.3341018,-69.7318763,,,,,53.0,174.0,Togus Pond,09/01/1995,07/14/2018
11493,520533,582340,City of Bangor,Civil,ME,23,Penobscot,19.0,444956N,0684726W,44.83226810000001,-68.79060729999999,,,,,50.0,164.0,Bangor,09/01/1995,07/14/2018
11496,520536,582343,City of Bath,Civil,ME,23,Sagadahoc,23.0,435604N,0695005W,43.9345529,-69.8346374,,,,,10.0,33.0,Bath,09/01/1995,07/13/2018
11500,520540,582347,City of Belfast,Civil,ME,23,Waldo,27.0,442536N,0690139W,44.42664420000001,-69.0274559,,,,,62.0,203.0,Belfast,09/01/1995,07/13/2018
11506,520546,582353,City of Biddeford,Civil,ME,23,York,31.0,432638N,0702353W,43.44398020000001,-70.3981522,,,,,18.0,59.0,Biddeford,09/01/1995,07/14/2018
11519,520559,582366,City of Brewer,Civil,ME,23,Penobscot,19.0,444701N,0684407W,44.7835592,-68.73515929999999,,,,,37.0,121.0,Veazie,09/01/1995,07/13/2018
11535,520575,582382,City of Calais,Civil,ME,23,Washington,29.0,450802N,0671326W,45.1339522,-67.2239198,,,,,94.0,308.0,Devils Head,09/01/1995,07/13/2018
11542,520582,582389,City of Caribou,Civil,ME,23,Aroostook,3.0,465158N,0675931W,46.8661775,-67.99198659999999,,,,,126.0,413.0,Goodwin,09/01/1995,07/13/2018
11612,520652,582460,City of Eastport,Civil,ME,23,Washington,29.0,445453N,0670040W,44.914629100000006,-67.0111933,,,,,16.0,52.0,Eastport,09/01/1995,07/14/2018
11617,520657,582465,City of Ellsworth,Civil,ME,23,Hancock,9.0,443503N,0682914W,44.5841833,-68.4871464,,,,,92.0,302.0,Ellsworth,09/01/1995,07/14/2018
11638,520678,582486,City of Gardiner,Civil,ME,23,Kennebec,11.0,441128N,0694732W,44.1910431,-69.7921173,,,,,65.0,213.0,Gardiner,09/01/1995,07/14/2018
11657,520697,582505,City of Hallowell,Civil,ME,23,Kennebec,11.0,441726N,0694851W,44.2904703,-69.81405529999999,,,,,74.0,243.0,Augusta,09/01/1995,07/14/2018
11706,520746,582554,City of Lewiston,Civil,ME,23,Androscoggin,1.0,440529N,0701005W,44.09145820000001,-70.1680816,,,,,107.0,351.0,Lewiston,09/01/1995,07/14/2018
11800,520840,582648,City of Old Town,Civil,ME,23,Penobscot,19.0,445657N,0684330W,44.94911010000001,-68.72487650000001,,,,,41.0,135.0,Old Town,09/01/1995,07/13/2018
11835,520875,582683,City of Portland,Civil,ME,23,Cumberland,5.0,433850N,0701006W,43.6470835,-70.1682277,,,,,0.0,0.0,Portland East,09/01/1995,07/13/2018
11838,520878,582686,City of Presque Isle,Civil,ME,23,Aroostook,3.0,464112N,0675914W,46.68672,-67.9873503,,,,,194.0,636.0,Easton,09/01/1995,07/14/2018
11850,520890,582698,City of Rockland,Civil,ME,23,Knox,13.0,440730N,0690754W,44.1250046,-69.1315572,,,,,56.0,184.0,West Rockport,09/01/1995,07/14/2018
11857,520897,582705,City of Saco,Civil,ME,23,York,31.0,433114N,0702527W,43.5206942,-70.4240968,,,,,18.0,59.0,Old Orchard Beach,09/01/1995,07/14/2018
11864,520904,582712,City of Sanford,Civil,ME,23,York,31.0,432528N,0704526W,43.4243722,-70.7572974,,,,,72.0,236.0,Sanford,09/01/1995,07/14/2018
11890,520930,582738,City of South Portland,Civil,ME,23,Cumberland,5.0,433754N,0701710W,43.6317884,-70.28619029999999,,,,,22.0,72.0,Portland West,09/01/1995,07/14/2018
11947,520987,582795,City of Waterville,Civil,ME,23,Kennebec,11.0,443239N,0693945W,44.5440367,-69.6626189,,,,,74.0,243.0,Waterville,09/01/1995,07/13/2018
11954,520994,582802,City of Westbrook,Civil,ME,23,Cumberland,5.0,434143N,0702114W,43.6953999,-70.3538286,,,,,32.0,105.0,Portland West,09/01/1995,07/14/2018
12020,555636,618166,City of Greenfield Town,Civil,MA,25,Franklin,11.0,423651N,0723555W,42.614031,-72.598557,,,,,92.0,302.0,Greenfield,08/27/2002,07/14/2018
12034,555650,618180,City of Agawam Town,Civil,MA,25,Hampden,13.0,420357N,0723909W,42.06573970000001,-72.6525791,,,,,48.0,157.0,West Springfield,08/27/2002,07/13/2018
12035,555651,618181,City of Chicopee,Civil,MA,25,Hampden,13.0,421035N,0723419W,42.1763845,-72.5718562,,,,,70.0,230.0,Springfield North,08/27/2002,07/14/2018
12047,555663,618193,City of Westfield,Civil,MA,25,Hampden,13.0,420817N,0724522W,42.13819229999999,-72.75610440000001,,,,,64.0,210.0,Woronoco,08/27/2002,07/13/2018
12048,555664,618194,City of West Springfield Town,Civil,MA,25,Hampden,13.0,420731N,0723901W,42.125341,-72.6502433,,,,,75.0,246.0,Mount Tom,08/27/2002,07/14/2018
12053,555669,618199,City of Easthampton Town,Civil,MA,25,Hampshire,15.0,421555N,0724019W,42.2651408,-72.67205159999997,,,,,49.0,161.0,Easthampton,08/27/2002,07/14/2018
12077,555693,618223,City of Everett,Civil,MA,25,Middlesex,17.0,422423N,0710316W,42.40642020000001,-71.0544777,,,,,10.0,33.0,Boston North,08/27/2002,07/14/2018
12081,555697,618227,City of Lowell,Civil,MA,25,Middlesex,17.0,423820N,0711918W,42.6388709,-71.321714,,,,,33.0,108.0,Lowell,08/27/2002,07/13/2018
12082,555698,618228,City of Marlborough,Civil,MA,25,Middlesex,17.0,422058N,0713249W,42.349399700000006,-71.54681109999999,,,,,133.0,436.0,Marlborough,08/27/2002,07/14/2018
12095,555711,618241,City of Waltham,Civil,MA,25,Middlesex,17.0,422320N,0711432W,42.3889099,-71.2423145,,,,,26.0,85.0,Lexington,08/27/2002,07/14/2018
12096,555712,618242,City of Watertown Town,Civil,MA,25,Middlesex,17.0,422212N,0711039W,42.3699781,-71.1774641,,,,,10.0,33.0,Newton,08/27/2002,07/13/2018
12102,555718,618248,City of Barnstable Town,Civil,MA,25,Barnstable,1.0,414005N,0702126W,41.6679497,-70.35732759999999,,,,,17.0,56.0,Hyannis,08/27/2002,07/14/2018
12125,555741,618273,City of North Adams,Civil,MA,25,Berkshire,3.0,424104N,0730700W,42.68440070000001,-73.1166037,,,,,361.0,1184.0,North Adams,08/27/2002,07/14/2018
12129,555745,618278,City of Attleboro,Civil,MA,25,Bristol,5.0,415552N,0711742W,41.93111029999999,-71.2948922,,,,,47.0,154.0,Attleboro,08/27/2002,07/14/2018
12133,555749,618282,City of Fall River,Civil,MA,25,Bristol,5.0,414249N,0710605W,41.71366210000001,-71.1014059,,,,,40.0,131.0,Fall River East,08/27/2002,07/13/2018
12143,555759,618292,City of Amesbury Town,Civil,MA,25,Essex,9.0,425111N,0705641W,42.852948100000006,-70.94463209999998,,,,,37.0,121.0,Newburyport West,08/27/2002,07/14/2018
12144,555760,618293,City of Beverly,Civil,MA,25,Essex,9.0,423330N,0705036W,42.5582758,-70.8434585,,,,,27.0,89.0,Marblehead North,08/27/2002,07/13/2018
12148,555764,618297,City of Gloucester,Civil,MA,25,Essex,9.0,423750N,0704101W,42.6306123,-70.6835946,,,,,27.0,89.0,Gloucester OE N,08/27/2002,07/14/2018
12153,555769,618302,City of Methuen Town,Civil,MA,25,Essex,9.0,424402N,0711120W,42.7339854,-71.1888285,,,,,47.0,154.0,Lawrence,08/27/2002,07/14/2018
12156,555772,618305,City of Newburyport,Civil,MA,25,Essex,9.0,424845N,0705315W,42.8123921,-70.88744129999998,,,,,24.0,79.0,Newburyport West,08/27/2002,07/14/2018
12158,555774,618307,City of Peabody,Civil,MA,25,Essex,9.0,423201N,0705821W,42.5335364,-70.97246640000002,,,,,50.0,164.0,Salem,08/27/2002,07/14/2018
12167,555783,618316,City of Braintree Town,Civil,MA,25,Norfolk,21.0,421214N,0710008W,42.20384489999999,-71.0022173,,,,,29.0,95.0,Blue Hills,08/27/2002,07/14/2018
12172,555788,618321,City of Franklin Town,Civil,MA,25,Norfolk,21.0,420510N,0712441W,42.0862123,-71.4112813,,,,,80.0,262.0,Franklin,08/27/2002,07/14/2018
12179,555795,618328,City of Randolph Town,Civil,MA,25,Norfolk,21.0,421040N,0710314W,42.1778475,-71.0539617,,,,,50.0,164.0,Blue Hills,08/27/2002,10/15/2018
12186,555802,618335,City of Winthrop Town,Civil,MA,25,Suffolk,25.0,422246N,0705757W,42.3794265,-70.9657221,,,,,0.0,0.0,Lynn,08/27/2002,07/14/2018
12214,555830,618363,City of Fitchburg,Civil,MA,25,Worcester,27.0,423528N,0714856W,42.5912403,-71.8156014,,,,,205.0,673.0,Fitchburg,08/27/2002,07/14/2018
12215,555831,618364,City of Gardner,Civil,MA,25,Worcester,27.0,423504N,0715912W,42.5845153,-71.9867546,,,,,362.0,1188.0,Gardner,08/27/2002,07/14/2018
12220,555836,618369,City of Leominster,Civil,MA,25,Worcester,27.0,423115N,0714618W,42.5208785,-71.771671,,,,,146.0,479.0,Fitchburg,08/27/2002,07/14/2018
12234,555850,618383,City of Southbridge Town,Civil,MA,25,Worcester,27.0,420338N,0720202W,42.0604338,-72.0337677,,,,,191.0,627.0,Southbridge,08/27/2002,07/14/2018
12258,556785,619386,City of Holyoke,Civil,MA,25,Hampden,13.0,421245N,0723828W,42.2125679,-72.6410738,,,,,151.0,495.0,Mount Tom,08/27/2002,07/14/2018
12259,556786,619387,City of Palmer Town,Civil,MA,25,Hampden,13.0,421120N,0721840W,42.1887896,-72.3111632,,,,,140.0,459.0,Palmer,08/27/2002,07/14/2018
12260,556787,619388,City of Springfield,Civil,MA,25,Hampden,13.0,420656N,0723222W,42.115502,-72.53952220000002,,,,,52.0,171.0,Springfield South,08/27/2002,07/14/2018
12264,556791,619392,City of Northampton,Civil,MA,25,Hampshire,15.0,421936N,0724028W,42.3266369,-72.6745322,,,,,64.0,210.0,Easthampton,08/27/2002,07/13/2018
12268,556795,619396,City of Cambridge,Civil,MA,25,Middlesex,17.0,422233N,0710706W,42.3758179,-71.1183758,,,,,6.0,20.0,Boston North,08/27/2002,07/14/2018
12276,556803,619404,City of Malden,Civil,MA,25,Middlesex,17.0,422550N,0710327W,42.4304693,-71.0576166,,,,,8.0,26.0,Boston North,08/27/2002,07/13/2018
12277,556804,619405,City of Medford,Civil,MA,25,Middlesex,17.0,422524N,0710631W,42.4234225,-71.1086853,,,,,9.0,30.0,Boston North,08/27/2002,07/13/2018
12278,556805,619406,City of Melrose,Civil,MA,25,Middlesex,17.0,422720N,0710332W,42.4556148,-71.05900820000002,,,,,24.0,79.0,Boston North,08/27/2002,07/14/2018
12280,556807,619408,City of Newton,Civil,MA,25,Middlesex,17.0,421954N,0711230W,42.331602,-71.20842629999999,,,,,34.0,112.0,Newton,08/27/2002,07/14/2018
12281,556808,619409,City of Somerville,Civil,MA,25,Middlesex,17.0,422327N,0710605W,42.3907383,-71.1013497,,,,,19.0,62.0,Boston North,08/27/2002,07/13/2018
12283,556810,619411,City of Woburn,Civil,MA,25,Middlesex,17.0,422913N,0710915W,42.4868785,-71.1542666,,,,,35.0,115.0,Lexington,08/27/2002,07/14/2018
12295,556822,619424,City of Pittsfield,Civil,MA,25,Berkshire,3.0,422706N,0731538W,42.4517085,-73.260522,,,,,319.0,1047.0,Pittsfield West,08/27/2002,07/14/2018
12306,556833,619435,City of New Bedford,Civil,MA,25,Bristol,5.0,413941N,0705618W,41.6614943,-70.93819659999998,,,,,20.0,66.0,New Bedford North,08/27/2002,07/14/2018
12311,556838,619440,City of Taunton,Civil,MA,25,Bristol,5.0,415413N,0710539W,41.9035831,-71.09428709999997,,,,,11.0,36.0,Taunton,08/27/2002,07/14/2018
12318,556845,619447,City of Haverhill,Civil,MA,25,Essex,9.0,424702N,0710514W,42.7838792,-71.08715759999998,,,,,12.0,39.0,Haverhill,08/27/2002,07/14/2018
12320,556847,619449,City of Lawrence,Civil,MA,25,Essex,9.0,424201N,0710945W,42.7002436,-71.1626147,,,,,14.0,46.0,Lawrence,08/27/2002,07/13/2018
12321,556848,619450,City of Lynn,Civil,MA,25,Essex,9.0,422828N,0705739W,42.4744968,-70.9607095,,,,,41.0,135.0,Lynn,08/27/2002,07/14/2018
12324,556851,619453,City of Salem,Civil,MA,25,Essex,9.0,423050N,0705354W,42.5138568,-70.8983295,,,,,3.0,10.0,Salem,08/27/2002,07/13/2018
12332,556859,619461,City of Quincy,Civil,MA,25,Norfolk,21.0,421544N,0710026W,42.2621603,-71.0072248,,,,,2.0,7.0,Boston South,08/27/2002,07/13/2018
12333,556860,619462,City of Weymouth Town,Civil,MA,25,Norfolk,21.0,421225N,0705640W,42.2069053,-70.94442990000002,,,,,20.0,66.0,Weymouth,08/27/2002,07/14/2018
12334,556861,619463,City of Boston,Civil,MA,25,Suffolk,25.0,421956N,0710059W,42.332227,-71.01638559999998,,,,,-2.0,-7.0,Boston South,08/27/2002,07/14/2018
12335,556862,619464,City of Chelsea,Civil,MA,25,Suffolk,25.0,422345N,0710157W,42.3959061,-71.0324812,,,,,8.0,26.0,Boston North,08/27/2002,07/13/2018
12336,556863,619465,City of Revere,Civil,MA,25,Suffolk,25.0,422507N,0705929W,42.4187099,-70.9914535,,,,,6.0,20.0,Lynn,08/27/2002,07/14/2018
12337,556864,619466,City of Bridgewater Town,Civil,MA,25,Plymouth,23.0,415822N,0705830W,41.9728299,-70.974875,,,,,20.0,66.0,Bridgewater,08/27/2002,10/15/2018
12338,556865,619467,City of Brockton,Civil,MA,25,Plymouth,23.0,420455N,0710127W,42.0820603,-71.02418940000003,,,,,35.0,115.0,Brockton,08/27/2002,07/14/2018
12364,556891,619493,City of Worcester,Civil,MA,25,Worcester,27.0,421614N,0714829W,42.27054329999999,-71.8079407,,,,,152.0,499.0,Worcester North,08/27/2002,07/13/2018
12738,600735,663772,City of Center City,Civil,MN,27,Chisago,25.0,452339N,0924851W,45.39426270000001,-92.8141047,,,,,284.0,932.0,Lindstrom,09/01/1995,07/14/2018
12755,600752,663797,City of Chisago City,Civil,MN,27,Chisago,25.0,452051N,0925442W,45.347371,-92.9116733,,,,,281.0,922.0,Forest Lake,09/01/1995,07/14/2018
12758,600755,663803,City of Clara City,Civil,MN,27,Chippewa,23.0,445730N,0952202W,44.9583815,-95.3671721,,,,,326.0,1070.0,Clara City,09/01/1995,07/14/2018
13128,601131,664359,City of Grove City,Civil,MN,27,Meeker,93.0,450853N,0944053W,45.147956,-94.6814943,,,,,370.0,1214.0,Grove City,09/01/1995,07/14/2018
13204,601208,664474,City of Hill City,Civil,MN,27,Aitkin,1.0,465818N,0933549W,46.9716875,-93.5969505,,,,,394.0,1293.0,Hill City,09/01/1995,07/13/2018
13336,601340,664666,City of Lake City,Civil,MN,27,Wabasha,157.0,442643N,0921646W,44.445196,-92.2795654,,,,,217.0,712.0,Lake City,09/01/1995,07/14/2018
13563,601568,664992,City of Minnesota City,Civil,MN,27,Winona,169.0,440532N,0914500W,44.092292,-91.7500002,,,,,209.0,686.0,Rollingstone,09/01/1995,07/14/2018
13782,601787,665301,City of Pine City,Civil,MN,27,Pine,115.0,455007N,0925807W,45.83533720000001,-92.9686999,,,,,290.0,951.0,Pine City,09/01/1995,07/14/2018
13858,601863,665407,City of Rice Lake,Civil,MN,27,St. Louis,137.0,465352N,0920649W,46.8976535,-92.1136602,,,,,440.0,1444.0,Arnold,09/01/1995,07/13/2018
13917,601922,665486,City of Rush City,Civil,MN,27,Chisago,25.0,454115N,0925756W,45.6876371,-92.9655256,,,,,280.0,919.0,Rush City,09/01/1995,07/14/2018
14321,602329,666076,City of Zumbrota,Civil,MN,27,Goodhue,49.0,441742N,0924024W,44.2949893,-92.6734477,,,,,299.0,981.0,Zumbrota,09/01/1995,07/13/2018
16355,693506,767557,City of Saint Louis,Civil,MO,29,St. Louis (city),510.0,383809N,0901443W,38.6357743,-90.2451721,,,,,143.0,469.0,Granite City,08/01/1991,02/24/2019
16536,762539,837849,City of Alma,Civil,NE,31,Harlan,83.0,400613N,0992156W,40.1035656,-99.3656932,,,,,611.0,2005.0,Alma,09/01/1995,07/14/2018
16556,762559,837869,City of Beatrice,Civil,NE,31,Gage,67.0,401625N,0964444W,40.27373729999999,-96.7454866,,,,,399.0,1309.0,Beatrice East,09/01/1995,07/13/2018
16573,762576,837886,City of Bloomfield,Civil,NE,31,Knox,107.0,423554N,0973853W,42.59841220000001,-97.648138,,,,,515.0,1690.0,Bloomfield,09/01/1995,07/14/2018
16580,762583,837893,City of Broken Bow,Civil,NE,31,Custer,41.0,412418N,0993824W,41.4051282,-99.6401235,,,,,753.0,2470.0,Broken Bow,09/01/1995,07/14/2018
16600,762603,837913,City of Central City,Civil,NE,31,Merrick,121.0,410648N,0980001W,41.1133171,-98.0002013,,,,,517.0,1696.0,Central City West,09/01/1995,07/14/2018
16610,762613,837923,City of Clay Center,Civil,NE,31,Clay,35.0,403132N,0980318W,40.5254713,-98.0549955,,,,,543.0,1781.0,Harvard,09/01/1995,07/14/2018
16620,762623,837933,City of Columbus,Civil,NE,31,Platte,141.0,412610N,0972122W,41.4360379,-97.3560797,,,,,440.0,1444.0,Columbus,09/01/1995,07/14/2018
16634,762637,837947,City of Creighton,Civil,NE,31,Knox,107.0,422753N,0975426W,42.4648571,-97.9071463,,,,,503.0,1650.0,Creighton,09/01/1995,07/14/2018
16637,762640,837950,City of Crofton,Civil,NE,31,Knox,107.0,424354N,0972955W,42.73161270000001,-97.49860809999998,,,,,439.0,1440.0,Crofton,09/01/1995,07/14/2018
16643,762646,837956,City of David City,Civil,NE,31,Butler,23.0,411528N,0970740W,41.2576784,-97.1276817,,,,,495.0,1624.0,David City West,09/01/1995,07/14/2018
16696,762699,838009,City of Franklin,Civil,NE,31,Franklin,61.0,400548N,0985705W,40.0965495,-98.9514248,,,,,567.0,1860.0,Franklin,09/01/1995,07/13/2018
16697,762700,838010,City of Fremont,Civil,NE,31,Dodge,53.0,412630N,0962918W,41.4417083,-96.4884694,,,,,362.0,1188.0,Fremont East,09/01/1995,07/14/2018
16699,762702,838012,City of Fullerton,Civil,NE,31,Nance,125.0,412153N,0975821W,41.36471810000001,-97.9726209,,,,,504.0,1654.0,Fullerton,09/01/1995,07/14/2018
16709,762712,838022,City of Genoa,Civil,NE,31,Nance,125.0,412646N,0974356W,41.4462143,-97.7322018,,,,,480.0,1575.0,Genoa,09/01/1995,07/14/2018
16718,762721,838031,City of Grand Island,Civil,NE,31,Hall,79.0,405517N,0982130W,40.9214082,-98.3583817,,,,,570.0,1870.0,Grand Island,09/01/1995,07/14/2018
16738,762741,838051,City of Hastings,Civil,NE,31,Adams,1.0,403546N,0982330W,40.5960075,-98.3915483,,,,,588.0,1929.0,Hastings West,09/01/1995,07/13/2018
16745,762748,838058,City of Holdrege,Civil,NE,31,Phelps,137.0,402622N,0992238W,40.4394068,-99.3772995,,,,,709.0,2326.0,Holdrege West,09/01/1995,07/14/2018
16763,762766,838076,City of Kearney,Civil,NE,31,Buffalo,19.0,404203N,0990505W,40.7008726,-99.0846402,,,,,657.0,2155.0,Kearney,09/01/1995,07/14/2018
16838,762841,838151,City of Neligh,Civil,NE,31,Antelope,3.0,420744N,0980147W,42.12894489999999,-98.0298018,,,,,535.0,1755.0,Neligh,09/01/1995,07/14/2018
16848,762851,838161,City of North Bend,Civil,NE,31,Dodge,53.0,412753N,0964659W,41.464771,-96.7830717,,,,,388.0,1273.0,North Bend,09/01/1995,07/14/2018
16856,762859,838169,City of Oakland,Civil,NE,31,Burt,21.0,415007N,0962800W,41.83537370000001,-96.46673309999998,,,,,395.0,1296.0,Oakland,09/01/1995,07/14/2018
16863,762866,838176,City of O'Neill,Civil,NE,31,Holt,89.0,422740N,0983847W,42.4610191,-98.646494,,,,,610.0,2001.0,O'Neill,09/01/1995,07/14/2018
16882,762885,838195,City of Ponca,Civil,NE,31,Dixon,51.0,423353N,0964234W,42.5648449,-96.7094995,,,,,364.0,1194.0,Ponca,09/01/1995,07/13/2018
16891,762894,838204,City of Ravenna,Civil,NE,31,Buffalo,19.0,410144N,0985442W,41.02892,-98.9116377,,,,,614.0,2014.0,Ravenna,09/01/1995,07/13/2018
16925,762928,838238,City of Scribner,Civil,NE,31,Dodge,53.0,413954N,0963955W,41.66499320000001,-96.6653429,,,,,381.0,1250.0,Scribner,09/01/1995,07/14/2018
