,p_GEO.id2,p_GEO.display-label,p_HC01_VC03
978,407940,"Buckeye city, Arizona",62090
2618,639290,"La Habra city, California",61965
3075,662364,"Rocklin city, California",61697
12306,2679000,"Taylor city, Michigan",61648
4743,1254350,"Palm Harbor CDP, Florida",61553
26,103076,"Auburn city, Alabama",61462
12492,2708794,"Burnsville city, Minnesota",61302
11545,2537875,"Malden city, Massachusetts",61212
17913,3676540,"Utica city, New York",61114
2830,648914,"Monterey Park city, California",61056
12829,2735180,"Lakeville city, Minnesota",61056
3633,831660,"Grand Junction city, Colorado",60882
16351,3476070,"Vineland city, New Jersey",60824
21441,4169600,"Springfield city, Oregon",60823
2865,650398,"National City city, California",60715
27773,5357535,"Redmond city, Washington",60712
8022,1875428,"Terre Haute city, Indiana",60691
2258,617610,"Cupertino city, California",60687
29074,5585300,"West Allis city, Wisconsin",60546
3918,908420,"Bristol city, Connecticut",60498
26553,4975360,"Taylorsville city, Utah",60377
25890,4863572,"Rowlett city, Texas",60357
27164,5166672,"Reston CDP, Virginia",60352
4798,1258575,"Port Orange city, Florida",60315
26449,4950150,"Millcreek city, Utah",60297
3969,946450,"Meriden city, Connecticut",60241
2971,656784,"Petaluma city, California",60210
5405,1349756,"Marietta city, Georgia",60203
2442,628168,"Gardena city, California",60096
12206,2665440,"Pontiac city, Michigan",60039
3230,673430,"South Whittier CDP, California",60000
20832,4049200,"Moore city, Oklahoma",59992
25937,4865600,"San Marcos city, Texas",59935
12249,2670760,"St. Clair Shores city, Michigan",59865
4517,1236062,"Kendale Lakes CDP, Florida",59812
7862,1854180,"Noblesville city, Indiana",59807
2339,621230,"Eastvale city, California",59733
4796,1258350,"Port Charlotte CDP, Florida",59654
22301,4241216,"Lancaster city, Pennsylvania",59556
2648,640004,"La Mesa city, California",59479
20200,3974118,"Springfield city, Ohio",59436
5923,1639700,"Idaho Falls city, Idaho",59414
4381,1224562,"Fountainebleau CDP, Florida",59255
11469,2509210,"Brookline CDP, Massachusetts",59246
18151,3711800,"Chapel Hill town, North Carolina",59234
3144,668364,"San Rafael city, California",59180
29155,5613150,"Casper city, Wyoming",59171
6995,1756640,"Orland Park village, Illinois",59161
4271,1213275,"Coconut Creek city, Florida",59154
14814,3032800,"Great Falls city, Montana",59144
27604,5338038,"Lakewood city, Washington",59102
2544,636056,"Huntington Park city, California",58993
4932,1271569,"The Hammocks CDP, Florida",58976
12245,2670040,"Royal Oak city, Michigan",58973
12158,2659440,"Novi city, Michigan",58835
2083,608142,"Brentwood city, California",58828
6371,1719642,"Des Plaines city, Illinois",58805
10153,2158620,"Owensboro city, Kentucky",58791
3012,658240,"Porterville city, California",58782
11401,2478425,"Towson CDP, Maryland",58766
24113,4703440,"Bartlett city, Tennessee",58640
8360,1922395,"Dubuque city, Iowa",58410
17998,3681677,"White Plains city, New York",58404
26424,4944320,"Lehi city, Utah",58351
3435,686328,"Woodland city, California",58324
10972,2408775,"Bowie city, Maryland",58290
4920,1270700,"Tamiami CDP, Florida",58250
1977,602462,"Arcadia city, California",58156
25730,4857176,"Pflugerville city, Texas",58013
4853,1263650,"Sanford city, Florida",57979
7721,1840392,"Kokomo city, Indiana",57941
26031,4869596,"Spring CDP, Texas",57932
4703,1250750,"Ocala city, Florida",57812
17893,3674183,"Tonawanda CDP, New York",57725
11556,2539835,"Medford city, Massachusetts",57700
3163,670224,"Santee city, California",57376
3516,812415,"Castle Rock town, Colorado",57274
20825,4048350,"Midwest City city, Oklahoma",57167
7280,1775484,"Tinley Park village, Illinois",57107
4616,1243125,"Margate city, Florida",57045
2313,620018,"Dublin city, California",57022
11646,2569170,"Taunton city, Massachusetts",56826
16171,3451210,"New Brunswick city, New Jersey",56792
6961,1754820,"Oak Lawn village, Illinois",56754
2421,625380,"Fountain Valley city, California",56640
2293,619192,"Diamond Bar city, California",56600
27826,5365922,"South Hill CDP, Washington",56379
14492,2965126,"St. Peters city, Missouri",56375
6156,1705573,"Berwyn city, Illinois",56367
4319,1217935,"Doral city, Florida",56276
8131,1902305,"Ankeny city, Iowa",56237
18925,3832060,"Grand Forks city, North Dakota",56236
21199,4115800,"Corvallis city, Oregon",56224
11852,2621020,"Dearborn Heights city, Michigan",56201
5629,1378800,"Valdosta city, Georgia",56036
11674,2578972,"Weymouth Town city, Massachusetts",55890
11477,2513660,"Chicopee city, Massachusetts",55778
17290,3633139,"Hempstead village, New York",55698
24269,4733280,"Hendersonville city, Tennessee",55635
2498,631960,"Hanford city, California",55599
19689,3940040,"Kettering city, Ohio",55567
5567,1371492,"Smyrna city, Georgia",55467
7655,1829898,"Greenwood city, Indiana",55459
27811,5363960,"Shoreline city, Washington",55431
9497,2044250,"Manhattan city, Kansas",55427
2896,652582,"Novato city, California",55378
18583,3757500,"Rocky Mount city, North Carolina",55373
21134,4101650,"Aloha CDP, Oregon",55205
25757,4858820,"Port Arthur city, Texas",55177
16094,3438580,"Lakewood CDP, New Jersey",55135
4855,1264175,"Sarasota city, Florida",55103
4043,982800,"West Haven city, Connecticut",55044
2951,655618,"Paramount city, California",55020
7436,1801468,"Anderson city, Indiana",54986
133,120104,"Decatur city, Alabama",54844
2523,633588,"Highland city, California",54704
5992,1664090,"Pocatello city, Idaho",54658
3088,662896,"Rosemead city, California",54615
6938,1753234,"Normal town, Illinois",54531
6891,1751089,"Mount Prospect village, Illinois",54493
15634,3209700,"Carson City, Nevada",54219
2218,614890,"Colton city, California",54200
2453,629504,"Gilroy city, California",54159
2494,631596,"Hacienda Heights CDP, California",54155
24991,4824768,"Euless city, Texas",54135
16065,3432250,"Hoboken city, New Jersey",54117
13741,2906652,"Blue Springs city, Missouri",54036
27776,5358235,"Richland city, Washington",53991
19496,3925256,"Elyria city, Ohio",53944
11612,2556585,"Revere city, Massachusetts",53864
2160,612048,"Cathedral City city, California",53733
4206,1207950,"Bradenton city, Florida",53654
7375,1781048,"Wheaton city, Illinois",53577
1135,439370,"Lake Havasu City city, Arizona",53463
3380,683668,"Watsonville city, California",53452
5579,1373784,"Stonecrest city, Georgia",53420
4993,1275875,"Wesley Chapel CDP, Florida",53414
16367,3479610,"West New York town, New Jersey",53345
18351,3733120,"Huntersville town, North Carolina",53302
3449,687042,"Yucaipa city, California",53151
4736,1254075,"Palm Beach Gardens city, Florida",53119
26962,5135624,"Harrisonburg city, Virginia",53064
15088,3103950,"Bellevue city, Nebraska",53040
3543,816495,"Commerce City city, Colorado",52905
18121,3709060,"Burlington city, North Carolina",52813
2273,618394,"Delano city, California",52709
24295,4739560,"Kingsport city, Tennessee",52698
4765,1255925,"Pensacola city, Florida",52689
7594,1820728,"Elkhart city, Indiana",52662
11598,2552490,"Peabody city, Massachusetts",52610
24905,4820092,"DeSoto city, Texas",52596
16219,3458200,"Perth Amboy city, New Jersey",52563
4026,974260,"Stratford CDP, Connecticut",52529
993,410530,"Casa Grande city, Arizona",52501
13588,2869280,"Southaven city, Mississippi",52434
10940,2402825,"Aspen Hill CDP, Maryland",52386
5121,1310944,"Brookhaven city, Georgia",52382
3971,947515,"Milford city (balance), Connecticut",52331
2995,657526,"Placentia city, California",52294
6962,1754885,"Oak Park village, Illinois",52229
3406,684816,"West Sacramento city, California",52206
12930,2743252,"Minnetonka city, Minnesota",52102
9452,2039350,"Lenexa city, Kansas",52030
21133,4101000,"Albany city, Oregon",52007
13969,2924778,"Florissant city, Missouri",51952
22344,4242928,"Levittown CDP, Pennsylvania",51945
28704,5540775,"La Crosse city, Wisconsin",51928
2455,630014,"Glendora city, California",51891
4202,1207525,"Bonita Springs city, Florida",51890
17398,3642081,"Levittown CDP, New York",51839
4777,1256975,"Pinellas Park city, Florida",51788
25111,4830644,"Grapevine city, Texas",51733
2941,655184,"Palm Desert city, California",51675
5852,1612250,"Caldwell city, Idaho",51634
6616,1735411,"Hoffman Estates village, Illinois",51631
14129,2937592,"Joplin city, Missouri",51540
11730,2605920,"Battle Creek city, Michigan",51505
21459,4173650,"Tigard city, Oregon",51355
12021,2642820,"Kentwood city, Michigan",51154
3778,857630,"Parker town, Colorado",51125
12401,2701900,"Apple Valley city, Minnesota",51109
16227,3459190,"Plainfield city, New Jersey",51097
15257,3119595,"Grand Island city, Nebraska",51042
27027,5144984,"Leesburg town, Virginia",51015
4277,1214250,"Coral Gables city, Florida",50909
17339,3637737,"Irondequoit CDP, New York",50890
3942,922700,"East Hartford CDP, Connecticut",50812
20609,4023950,"Enid city, Oklahoma",50809
19722,3941664,"Lakewood city, Ohio",50778
27381,5308850,"Burien city, Washington",50729
1947,600947,"Aliso Viejo city, California",50691
12612,2718188,"Edina city, Minnesota",50603
3097,663218,"Rowland Heights CDP, California",50572
996,411230,"Catalina Foothills CDP, Arizona",50202
2169,612552,"Cerritos city, California",50145
11425,2483775,"Wheaton CDP, Maryland",50095
11275,2456337,"North Bethesda CDP, Maryland",50056
26430,4945860,"Logan city, Utah",49957
27720,5351300,"Olympia city, Washington",49928
26733,5103320,"Ashburn CDP, Virginia",49895
3020,658520,"Poway city, California",49874
17896,3675484,"Troy city, New York",49826
25063,4828068,"Galveston city, Texas",49706
6387,1720591,"Downers Grove village, Illinois",49649
11558,2540710,"Methuen Town city, Massachusetts",49575
28011,5414600,"Charleston city, West Virginia",49384
12246,2670520,"Saginaw city, Michigan",49366
19430,3919778,"Cuyahoga Falls city, Ohio",49329
22145,4232800,"Harrisburg city, Pennsylvania",49278
18754,3774540,"Wilson city, North Carolina",49237
2401,624498,"Florin CDP, California",49226
4282,1214895,"Country Club CDP, Florida",49207
2649,640032,"La Mirada city, California",49162
23647,4570270,"Summerville town, South Carolina",49122
2262,617750,"Cypress city, California",49108
24627,4807132,"Bedford city, Texas",49082
3040,659587,"Rancho Santa Margarita city, California",49078
11364,2471150,"Severn CDP, Maryland",49076
26461,4953230,"Murray city, Utah",49038
2001,603386,"Azusa city, California",49029
17552,3651055,"Niagara Falls city, New York",48976
24170,4716420,"Collierville town, Tennessee",48960
10608,2251410,"Monroe city, Louisiana",48938
5229,1324768,"Dunwoody city, Georgia",48857
27257,5179560,"Tuckahoe CDP, Virginia",48691
21011,4070300,"Stillwater city, Oklahoma",48685
4145,1201700,"Apopka city, Florida",48682
19909,3954040,"Newark city, Ohio",48640
5862,1616750,"Coeur d'Alene city, Idaho",48618
2243,616742,"Covina city, California",48601
7806,1849932,"Mishawaka city, Indiana",48582
28969,5572975,"Sheboygan city, Wisconsin",48560
19838,3949840,"Middletown city, Ohio",48350
11876,2624120,"East Lansing city, Michigan",48281
19026,3853380,"Minot city, North Dakota",48171
16722,3564930,"Roswell city, New Mexico",48163
24767,4813492,"Cedar Hill city, Texas",48149
13106,2757220,"St. Louis Park city, Minnesota",48124
7746,1842426,"Lawrence city, Indiana",48081
12207,2665560,"Portage city, Michigan",48072
10956,2405950,"Bel Air South CDP, Maryland",48060
28123,5439460,"Huntington city, West Virginia",48034
10323,2200975,"Alexandria city, Louisiana",47954
5681,1506290,"East Honolulu CDP, Hawaii",47868
26259,4880356,"Wylie city, Texas",47855
1970,602210,"Antelope CDP, California",47728
19501,3925704,"Euclid city, Ohio",47698
29071,5584675,"Wauwatosa city, Wisconsin",47687
13825,2913600,"Chesterfield city, Missouri",47660
2168,612524,"Ceres city, California",47650
12243,2669800,"Roseville city, Michigan",47617
9660,2062700,"Salina city, Kansas",47513
23277,4422960,"East Providence city, Rhode Island",47425
2889,651924,"North Highlands CDP, California",47357
6037,1682810,"Twin Falls city, Idaho",47340
27045,5148376,"McLean CDP, Virginia",47305
26088,4872392,"Texas City city, Texas",47262
2942,655254,"Palm Springs city, California",47140
327,145784,"Madison city, Alabama",47079
6528,1729938,"Glenview village, Illinois",47066
26330,4920120,"Draper city, Utah",47043
3135,668154,"San Luis Obispo city, California",46997
19826,3949056,"Mentor city, Ohio",46933
3127,667112,"San Jacinto city, California",46932
7538,1814734,"Columbus city, Indiana",46926
24452,4769420,"Smyrna town, Tennessee",46885
7704,1838358,"Jeffersonville city, Indiana",46840
3970,947290,"Middletown city, Connecticut",46747
19795,3947138,"Mansfield city, Ohio",46720
27582,5336745,"Lacey city, Washington",46655
4840,1262625,"St. Cloud city, Florida",46624
18367,3735200,"Kannapolis city, North Carolina",46498
13416,2831020,"Hattiesburg city, Mississippi",46495
26816,5114968,"Charlottesville city, Virginia",46487
2686,641474,"Lincoln city, California",46404
5786,1562600,"Pearl City CDP, Hawaii",46259
19237,3904720,"Beavercreek city, Ohio",46255
1157,444410,"Maricopa city, Arizona",46248
6430,1723620,"Elmhurst city, Illinois",46139
16922,3606607,"Binghamton city, New York",45964
18042,3701520,"Apex town, North Carolina",45899
16523,3525800,"Farmington city, New Mexico",45857
3708,845255,"Littleton city, Colorado",45848
11317,2463300,"Potomac CDP, Maryland",45780
5707,1514650,"Hilo CDP, Hawaii",45703
2868,650916,"Newark city, California",45554
25271,4838632,"Keller city, Texas",45357
17992,3680907,"West Seneca CDP, New York",45340
13309,2806220,"Biloxi city, Mississippi",45328
1957,601290,"Altadena CDP, California",45236
11499,2521990,"Everett city, Massachusetts",45212
8066,1882862,"West Lafayette city, Indiana",45110
2349,621880,"El Dorado Hills CDP, California",45104
19389,3916014,"Cleveland Heights city, Ohio",45024
11448,2501640,"Arlington CDP, Massachusetts",44992
4943,1271900,"Titusville city, Florida",44984
4952,1273163,"University CDP (Hillsborough County), Florida",44979
21536,4202184,"Altoona city, Pennsylvania",44749
16280,3465790,"Sayreville borough, New Jersey",44744
4294,1215968,"Cutler Bay town, Florida",44721
20216,3975098,"Strongsville city, Ohio",44711
16037,3428680,"Hackensack city, New Jersey",44673
1429,505320,"Bentonville city, Arkansas",44601
27015,5143432,"Lake Ridge CDP, Virginia",44552
1787,555310,"Pine Bluff city, Arkansas",44509
26725,5101912,"Annandale CDP, Virginia",44504
19468,3922694,"Dublin city, Ohio",44442
2204,614260,"Coachella city, California",44382
11450,2502690,"Attleboro city, Massachusetts",44326
