,Unnamed: 0,baths,bedrooms,contentLen,pid,date2,latitude,link,longitude,numPic,date,rent,reposts,sqft,title,updateDate,zipcode,state2,region2
361,361,1.0,1.0,13,6838872452,Mar 23,21.279636,https://honolulu.craigslist.org/oah/apa/d/honolulu-recently-remodeled-one-bedroom/6838872452.html,-157.823457,14,"2019-03-11T08:05:13-1000,2019-03-11T08:05:13-1000,2019-03-23T22:57:13-1000",2000.0,0,650.0,Recently Remodeled One Bedroom With Nice View (Honolulu),"2019-03-11T08:05:13-1000,2019-03-11T08:05:13-1000,2019-03-23T22:57:13-1000",,Hawaii,Honolulu
362,362,1.0,1.0,3,6848982204,Mar 23,37.8002,https://sfbay.craigslist.org/sfc/apa/d/1br-furn-or-unfur-top-floor-bay-view/6848982204.html,-122.4091,0,"2019-03-23T20:49:37-0700,2019-03-23T20:49:37-0700",3400.0,0,,1br.--FURN or UNFUR  Top Floor * Bay View,"2019-03-23T20:49:37-0700,2019-03-23T20:49:37-0700",,California,SF
364,364,2.0,3.0,32,6837771347,Mar 25,34.232821,https://losangeles.craigslist.org/wst/apa/d/big-bear-lake-tired-of-high-cost-of/6837771347.html,-116.852894,11,"2019-03-09T18:54:23-0800,2019-03-09T18:54:23-0800,2019-03-25T07:20:23-0700",1950.0,0,1768.0,"Tired of high cost of rental in LA? 3 bedroom, 1768 Sq. Ft, Large yard","2019-03-09T18:54:23-0800,2019-03-09T18:54:23-0800,2019-03-25T07:20:23-0700",,California,Big Bear Lake
365,365,2.0,2.0,43,6846630021,Mar 25,33.832,https://atlanta.craigslist.org/atl/apa/d/atlanta-two-bedroom-in-upscale-buckhead/6846630021.html,-84.3851,24,"2019-03-21T08:09:34-0400,2019-03-21T08:09:34-0400,2019-03-25T12:32:37-0400",2109.0,0,1067.0,Two bedroom in upscale Buckhead Community,"2019-03-21T08:09:34-0400,2019-03-21T08:09:34-0400,2019-03-25T12:32:37-0400",,Georgia,Atlanta
367,367,1.0,1.0,23,6846115002,Mar 25,34.070308,https://losangeles.craigslist.org/wst/apa/d/los-angeles-allows-up-to-4-1-bed-den/6846115002.html,-118.454563,7,"2019-03-20T11:01:38-0700,2019-03-20T11:01:38-0700,2019-03-25T07:16:34-0700",2934.0,0,750.0,Allows Up To 4! 1 Bed w/Den! Walk to Class at UCLA! Available Summer!,"2019-03-20T11:01:38-0700,2019-03-20T11:01:38-0700,2019-03-25T07:16:34-0700",,California,LA
368,368,,,8,6816102610,Mar  2,26.6204,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-3-bed-2-bath-new/6816102610.html,-81.8725,3,"2019-02-10T12:55:14-0500,2019-02-10T12:55:14-0500,2019-03-02T18:03:17-0500",1050.0,0,,"3 Bed, 2 Bath, New Construction in Southwest Florida!","2019-02-10T12:55:14-0500,2019-02-10T12:55:14-0500,2019-03-02T18:03:17-0500",,Florida,Fort Myers
371,371,1.0,1.0,34,6835019098,Mar 26,41.892611,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-convertible-1br-huge/6835019098.html,-87.615098,11,"2019-03-06T13:18:39-0600,2019-03-06T13:18:39-0600,2019-03-26T12:36:11-0500",1615.0,0,,"Spacious Convertible 1BR! Huge Closets, Great Views!","2019-03-06T13:18:39-0600,2019-03-06T13:18:39-0600,2019-03-26T12:36:11-0500",,Illinois,Chicago
372,372,1.0,1.0,12,6846334261,Mar 25,38.911582,https://washingtondc.craigslist.org/doc/apa/d/washington-1-bd-1-ba-off-street-parking/6846334261.html,-77.036516,9,"2019-03-20T17:56:06-0400,2019-03-20T17:56:06-0400,2019-03-25T11:14:35-0400",2150.0,0,595.0,"1/BD 1/BA, Off Street Parking, Located in Washington","2019-03-20T17:56:06-0400,2019-03-20T17:56:06-0400,2019-03-25T11:14:35-0400",,D.C.,Washington
373,373,2.0,2.0,12,6849403481,Mar 24,32.709928,https://sandiego.craigslist.org/csd/apa/d/san-diego-2-bed-2-bath-in-the-heart-of/6849403481.html,-117.155556,18,"2019-03-24T13:03:42-0700,2019-03-24T13:03:42-0700,2019-03-24T13:11:50-0700",3330.0,0,1047.0,"2 Bed, 2 Bath in the Heart of Downtown San Diego","2019-03-24T13:03:42-0700,2019-03-24T13:03:42-0700,2019-03-24T13:11:50-0700",,California,San Diego
374,374,1.0,2.0,56,6845440537,Mar 23,37.7856,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-apartment/6845440537.html,-122.4358,12,"2019-03-19T13:52:45-0700,2019-03-19T13:52:45-0700,2019-03-23T14:58:39-0700",3895.0,0,,Pet-Friendly Apartment Near Iconic SF Locales - $95 Move-In Special,"2019-03-19T13:52:45-0700,2019-03-19T13:52:45-0700,2019-03-23T14:58:39-0700",,California,SF
375,375,1.0,2.0,14,6849923031,Mar 25,38.918385,https://washingtondc.craigslist.org/doc/apa/d/washington-2-bedroom-1-bath-aparment-in/6849923031.html,-77.045205,8,"2019-03-25T11:15:13-0400,2019-03-25T11:15:13-0400",2795.0,0,1000.0,2 bedroom/1 bath Aparment in AdMo/Dupont,"2019-03-25T11:15:13-0400,2019-03-25T11:15:13-0400",,D.C.,Washington
376,376,1.0,1.0,22,6843819649,Mar 23,21.277058,https://honolulu.craigslist.org/oah/apa/d/honolulu-excellent-1-bedroom-parking/6843819649.html,-157.707195,23,"2019-03-17T11:57:13-1000,2019-03-17T11:57:13-1000,2019-03-23T10:07:02-1000",2970.0,0,800.0,"🌴 Excellent 1 bedroom, parking, fully furnished","2019-03-17T11:57:13-1000,2019-03-17T11:57:13-1000,2019-03-23T10:07:02-1000",,Hawaii,Honolulu
377,377,2.0,3.0,3,6847693276,Mar 24,32.71866,https://sandiego.craigslist.org/csd/apa/d/san-diego-amazing-3-bedroom-2-bath-condo/6847693276.html,-117.087602,13,"2019-03-22T09:53:08-0700,2019-03-22T09:53:08-0700,2019-03-24T13:02:36-0700",1795.0,0,,Amazing 3 bedroom 2 bath Condo,"2019-03-22T09:53:08-0700,2019-03-22T09:53:08-0700,2019-03-24T13:02:36-0700",,California,San Diego
378,378,,,37,6848806707,Mar 23,37.787703,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-motorcycle-parking/6848806707.html,-122.391971,18,"2019-03-23T14:58:55-0700,2019-03-23T14:58:55-0700",175.0,0,,Motorcycle parking available in key controlled building in SOMA,"2019-03-23T14:58:55-0700,2019-03-23T14:58:55-0700",,California,SF
380,380,1.0,1.0,19,6848717044,Mar 23,21.313205,https://honolulu.craigslist.org/oah/apa/d/honolulu-honolulu-tower-2507/6848717044.html,-157.860682,24,"2019-03-23T10:07:38-1000,2019-03-23T10:07:38-1000",2250.0,0,716.0,1/1/1 Honolulu Tower #2507,"2019-03-23T10:07:38-1000,2019-03-23T10:07:38-1000",,Hawaii,Honolulu
381,381,1.0,0.0,32,6840773937,Mar 26,41.903037,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-studio-heart-of-gold/6840773937.html,-87.629936,8,"2019-03-13T16:44:43-0500,2019-03-13T16:44:43-0500,2019-03-26T12:36:06-0500",1499.0,0,,Amazing Studio - Heart of Gold Coast - Mins to Lakefront!,"2019-03-13T16:44:43-0500,2019-03-13T16:44:43-0500,2019-03-26T12:36:06-0500",,Illinois,Chicago
382,382,2.5,3.0,19,6849936967,Mar 25,33.750204,https://atlanta.craigslist.org/atl/apa/d/atlanta-gorgeous-reynoldstown-home-soo/6849936967.html,-84.353793,23,"2019-03-25T11:28:09-0400,2019-03-25T11:28:09-0400,2019-03-25T11:33:36-0400",3000.0,0,1900.0,Gorgeous Reynoldstown home! SOO close to beltline,"2019-03-25T11:28:09-0400,2019-03-25T11:28:09-0400,2019-03-25T11:33:36-0400",,Georgia,Atlanta
386,386,2.5,4.0,2,6849820500,Mar 25,38.8338,https://washingtondc.craigslist.org/doc/apa/d/washington-youre-going-to-love-our/6849820500.html,-76.9995,0,"2019-03-25T09:25:13-0400,2019-03-25T09:25:13-0400",1311.0,0,1800.0,You're going to love our affordable 4 BR / 2.5 BA! Check us out now!,"2019-03-25T09:25:13-0400,2019-03-25T09:25:13-0400",,D.C.,Washington
387,387,1.0,0.0,12,6847030083,Mar 26,41.9399,https://chicago.craigslist.org/chc/apa/d/chicago-exceptional-lakeview-east/6847030083.html,-87.6528,4,"2019-03-21T14:32:49-0500,2019-03-21T14:32:49-0500,2019-03-26T12:28:45-0500",1530.0,0,,Exceptional Lakeview East Studio 1 Ba,"2019-03-21T14:32:49-0500,2019-03-21T14:32:49-0500,2019-03-26T12:28:45-0500",,Illinois,Chicago
389,389,2.0,3.0,24,6845482428,Mar 25,38.926282,https://washingtondc.craigslist.org/doc/apa/d/washington-blocks-from-brookland-metro/6845482428.html,-77.012142,0,"2019-03-19T17:39:41-0400,2019-03-19T17:39:41-0400,2019-03-25T10:21:04-0400",3190.0,0,1196.0,"Blocks from Brookland Metro, Valet Trash/Recycling, Controlled Access","2019-03-19T17:39:41-0400,2019-03-19T17:39:41-0400,2019-03-25T10:21:04-0400",,D.C.,Washington
390,390,1.5,2.0,54,6848162818,Mar 22,21.323886,https://honolulu.craigslist.org/oah/apa/d/ewa-beach-new-pool-coming-soon-newly/6848162818.html,-158.060646,11,"2019-03-22T16:06:10-1000,2019-03-22T16:06:10-1000",2467.0,0,1126.0,New Pool Coming Soon! Newly Renovated! Move In Now! Central A/C!,"2019-03-22T16:06:10-1000,2019-03-22T16:06:10-1000",,Hawaii,Kapolei
392,392,1.0,2.0,52,6848162661,Mar 22,21.30047,https://honolulu.craigslist.org/oah/apa/d/honolulu-2-bedrooms-open-floor-plan-see/6848162661.html,-157.859645,11,"2019-03-22T16:05:49-1000,2019-03-22T16:05:49-1000",2188.0,0,745.0,2 Bedrooms - open floor plan.  See our website.,"2019-03-22T16:05:49-1000,2019-03-22T16:05:49-1000",,Hawaii,Honolulu
393,393,1.0,1.0,12,6847030074,Mar 26,41.921932,https://chicago.craigslist.org/chc/apa/d/chicago-very-well-maintained-lincoln/6847030074.html,-87.644054,3,"2019-03-21T14:32:48-0500,2019-03-21T14:32:48-0500,2019-03-26T12:28:43-0500",1550.0,0,,Very Well Maintained Lincoln Park 1 Bedroom 1 Bathroom,"2019-03-21T14:32:48-0500,2019-03-21T14:32:48-0500,2019-03-26T12:28:43-0500",,Illinois,Chicago
395,395,2.0,3.0,2,6828963721,Feb 26,26.6204,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-3x2-available-nowmarch-1st/6828963721.html,-81.8725,0,"2019-02-26T17:40:15-0500,2019-02-26T17:40:15-0500",1150.0,0,1085.0,3x2 Available now!!March 1st,"2019-02-26T17:40:15-0500,2019-02-26T17:40:15-0500",,Florida,Fort Myers
398,398,2.0,2.0,55,6850885769,Mar 26,41.8713,https://chicago.craigslist.org/chc/apa/d/chicago-steps-from-everything-south-loop/6850885769.html,-87.6277,21,"2019-03-26T12:04:11-0500,2019-03-26T12:04:11-0500",2815.0,0,1150.0,Steps From Everything - South Loop,"2019-03-26T12:04:11-0500,2019-03-26T12:04:11-0500",,Illinois,Chicago
400,400,3.0,5.0,3,6847978573,Mar 22,21.315234,https://honolulu.craigslist.org/oah/apa/d/honolulu-five-bedroom-house-in-town/6847978573.html,-157.841856,9,"2019-03-22T11:30:25-1000,2019-03-22T11:30:25-1000",4200.0,0,1148.0,Five Bedroom House in Town,"2019-03-22T11:30:25-1000,2019-03-22T11:30:25-1000",,Hawaii,Honolulu
401,401,,,47,6846681020,Mar 25,38.901984,https://washingtondc.craigslist.org/doc/apa/d/washington-bedroom-private-bath-in-new/6846681020.html,-76.989014,18,"2019-03-21T09:41:12-0400,2019-03-21T09:41:12-0400,2019-03-25T10:02:22-0400",1150.0,0,,Bedroom + Private Bath in NEW H Street Apartment,"2019-03-21T09:41:12-0400,2019-03-21T09:41:12-0400,2019-03-25T10:02:22-0400",,D.C.,Washington
403,403,1.0,1.0,3,6847978389,Mar 22,21.2811,https://honolulu.craigslist.org/oah/apa/d/honolulu-prestigious-1-bed-1-bath-condo/6847978389.html,-157.8266,15,"2019-03-22T11:30:14-1000,2019-03-22T11:30:14-1000",1600.0,0,739.0,PRESTIGIOUS 1 BED 1 BATH CONDO,"2019-03-22T11:30:14-1000,2019-03-22T11:30:14-1000",,Hawaii,Honolulu
404,404,2.0,2.0,2,6850816884,Mar 26,41.8426,https://chicago.craigslist.org/chc/apa/d/chicago-south-loop-boutique-luxury/6850816884.html,-87.6306,8,"2019-03-26T10:59:58-0500,2019-03-26T10:59:58-0500",2515.0,0,,South Loop Boutique Luxury,"2019-03-26T10:59:58-0500,2019-03-26T10:59:58-0500",,Illinois,Chicago
408,408,1.0,1.0,4,6826293418,Feb 23,26.573686,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-1-bedroom-1-bath-duplex-for/6826293418.html,-81.943647,11,"2019-02-23T11:10:23-0500,2019-02-23T11:10:23-0500,2019-02-23T11:49:53-0500",900.0,0,750.0,1 BEDROOM 1 BATH DUPLEX FOR RENT DUPLEX CAPE CORAL,"2019-02-23T11:10:23-0500,2019-02-23T11:10:23-0500,2019-02-23T11:49:53-0500",,Florida,Cape Coral
409,409,1.0,1.0,12,6849815735,Mar 25,38.93761,https://washingtondc.craigslist.org/doc/apa/d/washington-best-1-bed-deal-to-fall-for/6849815735.html,-77.024499,5,"2019-03-25T09:18:41-0400,2019-03-25T09:18:41-0400",2025.0,0,,Best 1 Bed Deal To Fall For This Year!,"2019-03-25T09:18:41-0400,2019-03-25T09:18:41-0400",,D.C.,Washington
410,410,2.0,2.0,12,6824176784,Mar 22,21.390046,https://honolulu.craigslist.org/oah/apa/d/exec-house-kailua-5-6mo-lsefully-furn/6824176784.html,-157.734575,9,"2019-02-20T11:27:09-1000,2019-02-20T11:27:09-1000,2019-03-22T07:32:58-1000",2950.0,0,1400.0,"Exec House Kailua,  5-6Mo Lse,fully furn, POOL,nr beach, town","2019-02-20T11:27:09-1000,2019-02-20T11:27:09-1000,2019-03-22T07:32:58-1000",,Hawaii,Kailua
411,411,1.0,1.0,26,6849825420,Mar 25,38.922309,https://washingtondc.craigslist.org/doc/apa/d/washington-ditch-the-roommate-show-off/6849825420.html,-77.037223,12,"2019-03-25T09:31:36-0400,2019-03-25T09:31:36-0400",2330.0,0,717.0,DITCH THE ROOMMATE & SHOW OFF YOUR NEW LOFT!,"2019-03-25T09:31:36-0400,2019-03-25T09:31:36-0400",,D.C.,Washington
412,412,1.0,1.0,25,6850888184,Mar 26,41.992831,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-1br-close-to-red-line/6850888184.html,-87.670356,6,"2019-03-26T12:06:27-0500,2019-03-26T12:06:27-0500",1450.0,0,,Stunning 1BR Close to Red Line,"2019-03-26T12:06:27-0500,2019-03-26T12:06:27-0500",,Illinois,Chicago
413,413,2.0,3.0,2,6850405845,Mar 25,27.845,https://miami.craigslist.org/mdc/apa/d/riverview-autumn-creek-dr-riverview-fl/6850405845.html,-82.3125,10,"2019-03-25T19:22:45-0400,2019-03-25T19:22:45-0400",1000.0,0,1728.0,"11921 Autumn Creek Dr, Riverview, FL","2019-03-25T19:22:45-0400,2019-03-25T19:22:45-0400",,Florida,Brandon
415,415,1.0,1.0,23,6846845179,Mar 26,41.945632,https://chicago.craigslist.org/chc/apa/d/chicago-updated-east-lakeview-1-bedroom/6846845179.html,-87.646454,5,"2019-03-21T11:31:50-0500,2019-03-21T11:31:50-0500,2019-03-26T12:10:21-0500",1500.0,0,560.0,Updated East Lakeview 1 Bedroom Apartment,"2019-03-21T11:31:50-0500,2019-03-21T11:31:50-0500,2019-03-26T12:10:21-0500",,Illinois,Chicago
418,418,2.0,2.0,18,6817874881,Feb 21,26.591708,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-balcn-privadoahorra-1000/6817874881.html,-81.881877,8,"2019-02-12T16:08:10-0500,2019-02-12T16:08:10-0500,2019-02-21T02:40:46-0500",1129.0,0,1000.0,"Balcón Privado,Ahorra $1000 mudandote durante esta semana,Llama hoy.","2019-02-12T16:08:10-0500,2019-02-12T16:08:10-0500,2019-02-21T02:40:46-0500",,Florida,Fort Myers
419,419,1.0,1.0,18,6820837595,Feb 21,26.597224,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-ornamental-chair-rail-on/6820837595.html,-81.85548,12,"2019-02-16T13:00:56-0500,2019-02-16T13:00:56-0500,2019-02-21T01:11:50-0500",946.0,0,762.0,"Ornamental Chair Rail, On-site Management, Plenty of Closet Space","2019-02-16T13:00:56-0500,2019-02-16T13:00:56-0500,2019-02-21T01:11:50-0500",,Florida,Fort Myers
421,421,1.0,1.0,2,6849786640,Mar 25,38.907415,https://washingtondc.craigslist.org/doc/apa/d/washington-fantastic-west-end-location/6849786640.html,-77.050756,24,"2019-03-25T08:29:46-0400,2019-03-25T08:29:46-0400",2450.0,0,600.0,Fantastic West End Location. Large terrace & PARKING!,"2019-03-25T08:29:46-0400,2019-03-25T08:29:46-0400",,D.C.,Washington
422,422,1.0,0.0,29,6847252769,Mar 21,21.278807,https://honolulu.craigslist.org/oah/apa/d/honolulu-you-want-it-you-got-it-these/6847252769.html,-157.824227,6,"2019-03-21T14:08:05-1000,2019-03-21T14:08:05-1000",1495.0,0,360.0,You want it... you got it. These apartments are priced to lease!,"2019-03-21T14:08:05-1000,2019-03-21T14:08:05-1000",,Hawaii,Honolulu
424,424,1.0,0.0,36,6845948854,Mar 26,41.948132,https://chicago.craigslist.org/chc/apa/d/chicago-style-and-space-combined-in/6845948854.html,-87.645754,4,"2019-03-20T10:26:55-0500,2019-03-20T10:26:55-0500,2019-03-26T11:59:55-0500",1056.0,0,,Style And Space Combined In This Modern And Slick Apartment,"2019-03-20T10:26:55-0500,2019-03-20T10:26:55-0500,2019-03-26T11:59:55-0500",,Illinois,Chicago
425,425,2.0,3.0,13,6850367265,Mar 25,25.759814,https://miami.craigslist.org/mdc/apa/d/miami-amazing-3-bed-2-bath-unit-at/6850367265.html,-80.257056,8,"2019-03-25T18:32:22-0400,2019-03-25T18:32:22-0400",2800.0,0,1427.0,Amazing 3 Bed 2 Bath Unit at Villa Florini CALL NOW,"2019-03-25T18:32:22-0400,2019-03-25T18:32:22-0400",,Florida,Miami
426,426,1.0,2.0,29,6847251859,Mar 21,21.27955,https://honolulu.craigslist.org/oah/apa/d/honolulu-cuddle-up-in-these-pet/6847251859.html,-157.824745,6,"2019-03-21T14:06:40-1000,2019-03-21T14:06:40-1000",2700.0,0,786.0,Cuddle up in these pet friendly apartments!,"2019-03-21T14:06:40-1000,2019-03-21T14:06:40-1000",,Hawaii,Honolulu
427,427,1.0,0.0,38,6845948862,Mar 26,41.930832,https://chicago.craigslist.org/chc/apa/d/chicago-studio-apt-stylish-living-in/6845948862.html,-87.641754,5,"2019-03-20T10:26:56-0500,2019-03-20T10:26:56-0500,2019-03-26T11:59:55-0500",1165.0,0,,Studio Apt - Stylish Living In Chicago's Beautiful North Side,"2019-03-20T10:26:56-0500,2019-03-20T10:26:56-0500,2019-03-26T11:59:55-0500",,Illinois,Chicago
428,428,2.0,2.0,2,6839848932,Mar 25,25.793713,https://miami.craigslist.org/mdc/apa/d/miami-beach-2-2-walk-to-lincoln-rd/6839848932.html,-80.13775,16,"2019-03-12T16:03:16-0400,2019-03-12T16:03:16-0400,2019-03-25T18:30:53-0400",1975.0,0,1047.0,"2/2 walk to Lincoln RD, parking, washer/dryer under $2k mo!","2019-03-12T16:03:16-0400,2019-03-12T16:03:16-0400,2019-03-25T18:30:53-0400",,Florida,Miami Beach
430,430,2.0,3.0,2,6822998387,Feb 19,26.594629,https://fortmyers.craigslist.org/lee/apa/d/fort-myers-greatest-deal-ever-with-400/6822998387.html,-81.876383,6,"2019-02-19T10:44:48-0500,2019-02-19T10:44:48-0500",1300.0,0,1130.0,Greatest deal ever with $400 Discount just upon move in!,"2019-02-19T10:44:48-0500,2019-02-19T10:44:48-0500",,Florida,Fort Myers
433,433,1.0,2.0,5,6846591926,Mar 20,21.3908,https://honolulu.craigslist.org/oah/apa/d/aiea-aiea-pearl-ridge-2bd-1bth-660sq-ft/6846591926.html,-157.9332,0,"2019-03-20T22:49:53-1000,2019-03-20T22:49:53-1000",1700.0,0,660.0,Aiea/Pearl Ridge 2bd 1bth 660sq ft for RENT,"2019-03-20T22:49:53-1000,2019-03-20T22:49:53-1000",,Hawaii,Aiea
437,437,1.0,2.0,7,6850873389,Mar 26,41.936831,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-recently-rehabbed-2-bed/6850873389.html,-87.74778,12,"2019-03-26T11:52:14-0500,2019-03-26T11:52:14-0500",1400.0,0,,Amazing Recently Rehabbed 2 Bed/1 Bath -- Available NOW!,"2019-03-26T11:52:14-0500,2019-03-26T11:52:14-0500",,Illinois,Chicago
438,438,1.0,1.0,13,6839714519,Mar 26,41.9033,https://chicago.craigslist.org/chc/apa/d/chicago-wells-street-corridor-1-bed/6839714519.html,-87.6336,12,"2019-03-12T12:47:48-0500,2019-03-12T12:47:48-0500,2019-03-26T11:51:13-0500",2498.0,0,,Wells Street Corridor 1 bed,"2019-03-12T12:47:48-0500,2019-03-12T12:47:48-0500,2019-03-26T11:51:13-0500",,Illinois,Chicago
439,439,2.0,3.0,12,6828048543,Mar 25,33.7224,https://atlanta.craigslist.org/atl/apa/d/atlanta-spacious-rent-to-own-0-down-30/6828048543.html,-84.5205,22,"2019-02-25T16:00:09-0500,2019-02-25T16:00:09-0500,2019-03-25T08:46:19-0400",800.0,0,,"Spacious RENT TO OWN! $0 down, 30 days F R E E","2019-02-25T16:00:09-0500,2019-02-25T16:00:09-0500,2019-03-25T08:46:19-0400",,Georgia,Atlanta
440,440,2.0,2.0,22,6849795183,Mar 25,33.739044,https://atlanta.craigslist.org/atl/apa/d/atlanta-schedule-tour-of-the-community/6849795183.html,-84.51035,4,"2019-03-25T08:47:22-0400,2019-03-25T08:47:22-0400",1000.0,0,1072.0,Schedule A Tour Of The Community Today,"2019-03-25T08:47:22-0400,2019-03-25T08:47:22-0400",,Georgia,Atlanta
441,441,1.0,1.0,20,6850863837,Mar 26,41.945532,https://chicago.craigslist.org/chc/apa/d/chicago-updated-apartment-in/6850863837.html,-87.654455,6,"2019-03-26T11:43:13-0500,2019-03-26T11:43:13-0500",1350.0,0,,Updated apartment in Wrigleyville,"2019-03-26T11:43:13-0500,2019-03-26T11:43:13-0500",,Illinois,Chicago
443,443,1.0,2.0,2,6846239546,Mar 20,21.3532,https://honolulu.craigslist.org/oah/apa/d/honolulu-aliamanu-2-bdrm-1-bath-parking/6846239546.html,-157.9269,0,"2019-03-20T10:06:35-1000,2019-03-20T10:06:35-1000",1600.0,0,,Aliamanu - 2 Bdrm / 1 Bath / Parking,"2019-03-20T10:06:35-1000,2019-03-20T10:06:35-1000",,Hawaii,Honolulu
444,444,1.5,1.0,11,6840917737,Mar 25,25.781107,https://miami.craigslist.org/mdc/apa/d/miami-beach-stunning-1-15-in-sobe-rapid/6840917737.html,-80.137378,18,"2019-03-13T21:06:59-0400,2019-03-13T21:06:59-0400,2019-03-25T17:34:34-0400",1450.0,0,650.0,Stunning 1/1.5 In SoBe! Rapid Approval & 2 Months To Move In Only!,"2019-03-13T21:06:59-0400,2019-03-13T21:06:59-0400,2019-03-25T17:34:34-0400",,Florida,Miami Beach
445,445,1.0,0.0,22,6829542559,Mar 26,41.945632,https://chicago.craigslist.org/chc/apa/d/chicago-extra-large-studio-just-steps/6829542559.html,-87.646454,7,"2019-02-27T12:48:40-0600,2019-02-27T12:48:40-0600,2019-03-26T11:42:15-0500",1537.0,0,,Extra Large Studio Just Steps Away from Oak Street Beach - Rooftop Sun,"2019-02-27T12:48:40-0600,2019-02-27T12:48:40-0600,2019-03-26T11:42:15-0500",,Illinois,Chicago
446,446,1.0,0.0,10,6840919190,Mar 25,25.771854,https://miami.craigslist.org/mdc/apa/d/miami-beach-tastefully-furnished/6840919190.html,-80.134859,16,"2019-03-13T21:09:29-0400,2019-03-13T21:09:29-0400,2019-03-25T17:34:39-0400",1500.0,0,372.0,Tastefully Furnished & Completely Remodeled Condo South Of Fifth!,"2019-03-13T21:09:29-0400,2019-03-13T21:09:29-0400,2019-03-25T17:34:39-0400",,Florida,Miami Beach
447,447,1.0,1.0,33,6849695149,Mar 25,33.7718,https://atlanta.craigslist.org/atl/apa/d/atlanta-studio-in-primarily-townhome/6849695149.html,-84.3757,24,"2019-03-25T00:19:16-0400,2019-03-25T00:19:16-0400",1164.0,0,587.0,Studio in a primarily Townhome community in the city,"2019-03-25T00:19:16-0400,2019-03-25T00:19:16-0400",,Georgia,Atlanta
448,448,1.0,1.0,33,6847277944,Mar 25,33.7718,https://atlanta.craigslist.org/atl/apa/d/atlanta-modern-all-glass-highrise-in/6847277944.html,-84.3757,24,"2019-03-21T20:50:41-0400,2019-03-21T20:50:41-0400,2019-03-25T00:18:16-0400",2743.0,0,1064.0,Modern all glass Highrise in Midtown -Huge floor to ceiling windows,"2019-03-21T20:50:41-0400,2019-03-21T20:50:41-0400,2019-03-25T00:18:16-0400",,Georgia,Atlanta
449,449,1.0,1.0,2,6837732525,Mar 26,41.883311,https://chicago.craigslist.org/chc/apa/d/chicago-208-washington-1-br-1/6837732525.html,-87.634157,0,"2019-03-09T19:24:25-0600,2019-03-09T19:24:25-0600,2019-03-26T11:34:26-0500",1900.0,0,,"208 Washington-1 Br/1 Ba,granite,SS appl,hdwd,balcony,w/d,fab amens","2019-03-09T19:24:25-0600,2019-03-09T19:24:25-0600,2019-03-26T11:34:26-0500",,Illinois,Chicago
450,450,1.0,0.0,45,6839107777,Mar 26,41.8923,https://chicago.craigslist.org/chc/apa/d/chicago-studio-in-river-north/6839107777.html,-87.6373,8,"2019-03-11T17:09:23-0500,2019-03-11T17:09:23-0500,2019-03-26T11:34:26-0500",1795.0,0,,Studio in River North,"2019-03-11T17:09:23-0500,2019-03-11T17:09:23-0500,2019-03-26T11:34:26-0500",,Illinois,Chicago
451,451,1.0,1.0,17,6844945352,Mar 24,33.790633,https://atlanta.craigslist.org/atl/apa/d/elegant-and-brand-new-1-bedroom/6844945352.html,-84.413195,9,"2019-03-19T07:33:45-0400,2019-03-19T07:33:45-0400,2019-03-24T22:20:36-0400",1425.0,0,769.0,Elegant and brand new 1 bedroom available now in trendy West Midtown!,"2019-03-19T07:33:45-0400,2019-03-19T07:33:45-0400,2019-03-24T22:20:36-0400",,Georgia,Atlanta
452,452,1.0,1.0,18,6840782831,Mar 24,33.7984,https://atlanta.craigslist.org/atl/apa/d/nestled-in-south-buckhead-brand-new/6840782831.html,-84.3883,9,"2019-03-13T17:55:53-0400,2019-03-13T17:55:53-0400,2019-03-24T22:20:48-0400",1300.0,0,704.0,"Nestled in South Buckhead, brand new never lived in one bedroom!","2019-03-13T17:55:53-0400,2019-03-13T17:55:53-0400,2019-03-24T22:20:48-0400",,Georgia,Atlanta
454,454,2.0,4.0,26,6839753303,Mar 26,41.921832,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-4-bedroom-2-bath-in/6839753303.html,-87.654954,15,"2019-03-12T13:25:02-0500,2019-03-12T13:25:02-0500,2019-03-26T11:29:36-0500",3995.0,0,,Amazing 4 Bedroom/2 Bath in Sheffield & DePaul with No Fee,"2019-03-12T13:25:02-0500,2019-03-12T13:25:02-0500,2019-03-26T11:29:36-0500",,Illinois,Chicago
455,455,1.0,2.0,18,6845597795,Mar 19,21.3488,https://honolulu.craigslist.org/oah/apa/d/honolulu-all-utilities-included-2/6845597795.html,-157.8759,6,"2019-03-19T14:15:18-1000,2019-03-19T14:15:18-1000,2019-03-19T15:32:58-1000",1700.0,0,,All Utilities Included - 2 Parking 2 Bed 1 Bath Full Kitchen,"2019-03-19T14:15:18-1000,2019-03-19T14:15:18-1000,2019-03-19T15:32:58-1000",,Hawaii,Honolulu
